Easting,Northing
439419,4882694
439416,4882695
439416,4882695
439413,4882693
439407,4882688
439395,4882676
439379,4882672
439354,4882673
439350,4882673
439345,4882673
439334,4882675
439328,4882676
439291,4882683
439279,4882684
439262,4882690
439245,4882695
439233,4882699
439175,4882717
439124,4882727
439067,4882736
439033,4882740
438998,4882743
438990,4882744
438939,4882750
438876,4882755
438862,4882755
438802,4882751
438794,4882751
438772,4882748
438711,4882742
438650,4882734
438589,4882726
438582,4882724
438530,4882711
438481,4882695
438419,4882676
438373,4882663
438320,4882651
438257,4882638
438209,4882628
438162,4882619
438106,4882604
438064,4882596
438016,4882586
438009,4882585
437948,4882573
437902,4882562
437894,4882559
437883,4882552
437876,4882547
437854,4882515
437829,4882465
437803,4882408
437799,4882401
437771,4882343
437768,4882335
437759,4882306
437757,4882291
437757,4882284
437758,4882255
437759,4882249
437766,4882223
437779,4882200
437783,4882194
437788,4882189
437797,4882180
437803,4882175
437811,4882167
437822,4882157
437838,4882149
437851,4882143
437876,4882134
437882,4882132
437888,4882130
437907,4882122
437924,4882115
437933,4882112
437952,4882105
437959,4882102
437966,4882101
437969,4882099
437978,4882096
437991,4882091
437995,4882090
438011,4882083
438014,4882080
438028,4882070
438031,4882068
438041,4882059
438043,4882057
438052,4882046
438060,4882038
438063,4882035
438079,4882020
438081,4882016
438100,4881995
438109,4881986
438123,4881974
438132,4881964
438135,4881960
438144,4881949
438147,4881946
438157,4881936
438169,4881923
438179,4881911
438184,4881905
438195,4881894
438201,4881885
438205,4881880
438212,4881872
438216,4881866
438228,4881849
438233,4881843
438242,4881830
438243,4881827
438244,4881824
438248,4881804
438249,4881798
438244,4881784
438242,4881781
438230,4881768
438218,4881756
438210,4881749
438206,4881744
438192,4881730
438171,4881714
438152,4881708
438132,4881708
438126,4881709
438099,4881712
438087,4881714
438066,4881714
438023,4881716
438006,4881716
437989,4881717
437980,4881718
437970,4881718
437939,4881718
437930,4881718
437911,4881716
437881,4881715
437870,4881715
437841,4881715
437820,4881717
437812,4881716
437778,4881716
437748,4881716
437729,4881711
437721,4881708
437709,4881703
437688,4881693
437681,4881688
437670,4881682
437665,4881680
437654,4881674
437646,4881669
437614,4881649
437603,4881643
437575,4881631
437556,4881625
437545,4881622
437511,4881613
437477,4881608
437458,4881603
437444,4881599
437421,4881591
437390,4881580
437380,4881577
437370,4881574
437339,4881563
437330,4881560
437310,4881552
437281,4881539
437274,4881535
437247,4881518
437240,4881513
437197,4881479
437154,4881445
437145,4881439
437123,4881425
437108,4881416
437079,4881398
437059,4881385
437011,4881349
436977,4881326
436935,4881298
436930,4881294
436891,4881266
436885,4881261
436873,4881254
436832,4881227
436789,4881200
436779,4881193
436749,4881174
436704,4881143
436674,4881113
436652,4881086
436643,4881071
436641,4881061
436649,4881039
436649,4881038
436649,4881038
436649,4881038
436649,4881037
436649,4881037
436649,4881037
436649,4881038
436646,4881041
436646,4881041
436645,4881044
436640,4881048
436626,4881045
436616,4881036
436614,4881033
436599,4881015
436579,4880992
436551,4880956
436533,4880933
436528,4880928
436498,4880890
436479,4880867
436471,4880856
436434,4880805
436420,4880783
436411,4880767
436395,4880732
436388,4880714
436379,4880692
436371,4880649
436370,4880599
436369,4880544
436380,4880493
436401,4880455
436424,4880420
436454,4880387
436470,4880372
436474,4880368
436481,4880366
436503,4880358
436509,4880354
436555,4880331
436561,4880327
436599,4880297
436641,4880271
436695,4880248
436736,4880235
436764,4880226
436778,4880222
436792,4880217
436824,4880207
436855,4880200
436867,4880197
436883,4880194
436903,4880192
436907,4880190
436926,4880183
436933,4880178
436945,4880167
436949,4880159
436953,4880151
436954,4880146
436957,4880132
436955,4880121
436950,4880111
436940,4880102
436930,4880097
436918,4880092
436882,4880080
436856,4880071
436839,4880064
436831,4880061
436823,4880056
436810,4880045
436792,4880025
436784,4880012
436779,4880003
436756,4879962
436739,4879931
436732,4879918
436716,4879887
436699,4879845
436689,4879793
436673,4879741
436666,4879700
436665,4879676
436664,4879660
436664,4879653
436664,4879606
436672,4879568
436696,4879527
436701,4879521
436731,4879495
436769,4879473
436776,4879466
436780,4879459
436786,4879446
436785,4879432
436782,4879420
436780,4879415
436776,4879406
436774,4879402
436771,4879398
436764,4879386
436763,4879382
436760,4879377
436751,4879362
436749,4879358
436744,4879342
436740,4879334
436733,4879320
436731,4879318
436724,4879303
436721,4879292
436719,4879284
436708,4879270
436706,4879266
436697,4879247
436692,4879241
436682,4879221
436679,4879217
436665,4879194
436664,4879190
436652,4879159
436646,4879139
436643,4879131
436642,4879126
436638,4879113
436630,4879088
436629,4879084
436628,4879065
436629,4879057
436630,4879051
436630,4879037
436633,4879027
436635,4879022
436641,4878993
436641,4878980
436637,4878957
436631,4878944
436619,4878922
436610,4878908
436595,4878885
436590,4878877
436567,4878847
436548,4878823
436543,4878816
436525,4878794
436507,4878769
436482,4878739
436463,4878717
436444,4878694
436425,4878672
436405,4878650
436397,4878642
436381,4878627
436359,4878606
436352,4878599
436344,4878592
436329,4878577
436306,4878558
436299,4878551
436275,4878534
436259,4878524
436251,4878520
436243,4878516
436229,4878510
436205,4878502
436191,4878498
436187,4878496
436179,4878491
436172,4878488
436168,4878487
436159,4878485
436142,4878483
436132,4878483
436120,4878484
436108,4878485
436100,4878486
436077,4878492
436073,4878493
436062,4878497
436048,4878503
436045,4878505
436026,4878514
436002,4878527
435973,4878542
435964,4878546
435945,4878553
435908,4878562
435897,4878563
435886,4878563
435847,4878568
435790,4878573
435750,4878576
435742,4878577
435698,4878581
435690,4878581
435664,4878580
435623,4878580
435607,4878580
435543,4878580
435534,4878580
435500,4878580
435483,4878581
435475,4878580
435449,4878581
435415,4878581
435406,4878580
435361,4878579
435317,4878578
435275,4878579
435267,4878579
435221,4878579
435169,4878580
435117,4878583
435061,4878584
435020,4878584
434975,4878583
434919,4878580
434886,4878579
434878,4878579
434861,4878581
434846,4878582
434807,4878590
434799,4878592
434758,4878606
434710,4878623
434681,4878634
434646,4878647
434620,4878657
434609,4878661
434586,4878673
434581,4878676
434563,4878688
434550,4878697
434528,4878712
434513,4878723
434477,4878745
434429,4878771
434386,4878791
434372,4878799
434346,4878817
434339,4878821
434309,4878835
434267,4878852
434259,4878855
434245,4878860
434230,4878866
434180,4878890
434161,4878900
434155,4878904
434122,4878924
434115,4878929
434068,4878960
434044,4878975
434023,4878989
434016,4878994
433987,4879011
433982,4879013
433957,4879030
433942,4879040
433935,4879043
433932,4879045
433916,4879052
433913,4879053
433897,4879057
433887,4879059
433877,4879058
433874,4879058
433866,4879058
433860,4879058
433851,4879057
433835,4879055
433819,4879054
433808,4879053
433797,4879055
433782,4879061
433777,4879065
433768,4879079
433763,4879103
433763,4879120
433761,4879124
433758,4879132
433757,4879135
433750,4879163
433747,4879172
433744,4879182
433742,4879187
433739,4879191
433736,4879196
433722,4879218
433692,4879247
433686,4879252
433663,4879274
433643,4879291
433635,4879296
433628,4879301
433621,4879307
433601,4879324
433579,4879343
433564,4879356
433557,4879363
433535,4879384
433519,4879397
433510,4879403
433501,4879409
433474,4879424
433453,4879429
433431,4879434
433423,4879434
433411,4879435
433405,4879435
433398,4879433
433392,4879433
433386,4879433
433381,4879435
433354,4879444
433347,4879447
433309,4879455
433302,4879456
433288,4879459
433250,4879463
433237,4879465
433201,4879464
433141,4879464
433110,4879462
433093,4879461
433085,4879462
433053,4879469
433046,4879471
432995,4879486
432946,4879501
432940,4879503
432885,4879523
432860,4879535
432847,4879541
432810,4879559
432776,4879578
432731,4879607
432725,4879610
432676,4879645
432640,4879673
432601,4879713
432566,4879757
432536,4879803
432518,4879834
432503,4879862
432475,4879924
432453,4879968
432432,4880011
432413,4880040
432402,4880058
432367,4880113
432364,4880117
432351,4880134
432323,4880165
432307,4880179
432290,4880192
432241,4880231
432191,4880269
432186,4880274
432181,4880278
432143,4880306
432113,4880324
432107,4880328
432100,4880331
432047,4880350
432039,4880353
432015,4880362
431988,4880371
431975,4880377
431928,4880390
431867,4880406
431837,4880413
431791,4880423
431742,4880432
431703,4880438
431671,4880443
431658,4880444
431601,4880451
431551,4880455
431485,4880462
431435,4880466
431386,4880469
431322,4880474
431308,4880476
431252,4880483
431187,4880496
431182,4880497
431118,4880515
431112,4880517
431091,4880525
431049,4880539
431015,4880554
430955,4880579
430948,4880582
430934,4880587
430921,4880593
430914,4880595
430866,4880615
430823,4880631
430774,4880651
430718,4880672
430678,4880686
430624,4880702
430567,4880717
430516,4880728
430502,4880731
430438,4880741
430381,4880747
430319,4880750
430258,4880745
430251,4880744
430220,4880739
430178,4880729
430171,4880726
430141,4880715
430128,4880710
430105,4880698
430052,4880667
430007,4880633
429972,4880600
429958,4880585
429941,4880564
429904,4880516
429872,4880470
429843,4880423
429830,4880400
429824,4880388
429808,4880355
429783,4880302
429758,4880241
429738,4880191
429730,4880173
429725,4880161
429712,4880131
429709,4880125
429684,4880068
429674,4880049
429666,4880031
429639,4879974
429634,4879967
429628,4879954
429616,4879931
429610,4879918
429598,4879893
429574,4879843
429556,4879805
429542,4879779
429537,4879768
429513,4879722
429503,4879707
429499,4879697
429481,4879661
429460,4879617
429438,4879571
429411,4879515
429396,4879485
429390,4879472
429381,4879453
429375,4879441
429363,4879423
429329,4879371
429317,4879356
429281,4879307
429246,4879261
429236,4879246
429218,4879225
429196,4879198
429169,4879165
429157,4879149
429123,4879109
429089,4879068
429071,4879044
429067,4879039
429058,4879029
429050,4879019
429046,4879013
429019,4878976
429011,4878966
428998,4878949
428961,4878900
428923,4878845
428920,4878839
428907,4878817
428898,4878800
428876,4878760
428854,4878713
428831,4878658
428814,4878598
428800,4878536
428789,4878471
428788,4878466
428784,4878404
428783,4878347
428787,4878281
428788,4878275
428798,4878214
428798,4878207
428809,4878157
428824,4878105
428836,4878066
428848,4878029
428863,4877993
428871,4877976
428880,4877959
428889,4877942
428893,4877936
428897,4877930
428919,4877894
428944,4877858
428961,4877834
428970,4877822
429003,4877778
429031,4877745
429043,4877730
429060,4877712
429094,4877674
429124,4877647
429172,4877600
429176,4877595
429210,4877554
429247,4877505
429280,4877462
429307,4877425
429340,4877382
429356,4877360
429369,4877344
429402,4877310
429428,4877282
429463,4877254
429504,4877217
429545,4877176
429580,4877139
429618,4877100
429640,4877077
429654,4877061
429698,4877017
429703,4877012
429745,4876968
429751,4876963
429772,4876942
429797,4876914
429803,4876908
429839,4876871
429863,4876849
429897,4876821
429934,4876797
429982,4876775
430035,4876763
430082,4876760
430142,4876772
430149,4876774
430202,4876790
430244,4876796
430300,4876795
430345,4876786
430391,4876766
430428,4876743
430456,4876717
430488,4876674
430523,4876624
430554,4876581
430589,4876532
430622,4876490
430626,4876484
430647,4876451
430653,4876441
430690,4876393
430726,4876343
430730,4876338
430737,4876328
430764,4876291
430794,4876250
430823,4876211
430850,4876172
430883,4876124
430913,4876073
430941,4876026
430969,4875976
430994,4875929
431026,4875875
431034,4875863
431055,4875826
431071,4875798
431079,4875780
431089,4875758
431092,4875753
431099,4875738
431104,4875728
431115,4875708
431128,4875681
431131,4875676
431144,4875648
431146,4875643
431160,4875613
431179,4875566
431181,4875560
431198,4875520
431217,4875466
431234,4875407
431246,4875348
431247,4875341
431256,4875286
431262,4875235
431265,4875185
431266,4875128
431263,4875071
431256,4875007
431254,4875001
431247,4874954
431234,4874894
431231,4874880
431218,4874835
431201,4874785
431190,4874753
431184,4874736
431177,4874719
431170,4874712
431159,4874676
431148,4874644
431136,4874609
431120,4874567
431098,4874505
431095,4874499
431076,4874451
431071,4874439
431045,4874385
431011,4874328
430972,4874283
430967,4874279
430918,4874238
430880,4874214
430841,4874196
430800,4874182
430744,4874171
430683,4874170
430644,4874176
430600,4874186
430557,4874199
430513,4874219
430477,4874238
430422,4874268
430383,4874289
430339,4874314
430288,4874343
430236,4874373
430197,4874396
430187,4874402
430140,4874428
430086,4874459
430065,4874471
430015,4874500
429986,4874516
429976,4874522
429951,4874537
429910,4874559
429865,4874585
429860,4874588
429824,4874609
429771,4874639
429717,4874669
429706,4874674
429654,4874705
429622,4874722
429582,4874744
429546,4874764
429531,4874771
429496,4874788
429453,4874810
429423,4874819
429377,4874836
429318,4874852
429288,4874859
429283,4874859
429254,4874864
429249,4874865
429214,4874870
429161,4874875
429157,4874875
429141,4874876
429126,4874875
429104,4874876
429082,4874875
429040,4874872
429035,4874872
428991,4874869
428956,4874864
428922,4874860
428895,4874856
428889,4874857
428877,4874856
428855,4874854
428838,4874853
428801,4874852
428750,4874853
428699,4874854
428662,4874854
428601,4874850
428589,4874849
428551,4874844
428523,4874838
428470,4874828
428457,4874827
428432,4874822
428426,4874821
428397,4874817
428334,4874808
428274,4874802
428230,4874801
428186,4874801
428135,4874805
428087,4874809
428081,4874810
428065,4874811
428024,4874814
428013,4874815
427966,4874817
427959,4874817
427942,4874819
427886,4874823
427824,4874826
427819,4874826
427771,4874828
427718,4874831
427693,4874832
427681,4874833
427642,4874836
427589,4874840
427535,4874845
427482,4874848
427477,4874848
427432,4874852
427382,4874852
427332,4874847
427288,4874836
427247,4874819
427209,4874798
427171,4874769
427155,4874754
427149,4874746
427145,4874742
427125,4874719
427099,4874681
427068,4874631
427043,4874590
427014,4874538
426984,4874486
426979,4874479
426951,4874431
426921,4874380
426890,4874329
426859,4874281
426824,4874237
426801,4874211
426762,4874176
426727,4874149
426673,4874115
426668,4874112
426635,4874097
426588,4874077
426559,4874070
426554,4874068
426521,4874060
426471,4874055
426430,4874054
426377,4874055
426361,4874056
426344,4874058
426292,4874061
426233,4874067
426205,4874072
426176,4874074
426156,4874076
426151,4874077
426100,4874083
426035,4874089
425985,4874093
425939,4874101
425897,4874104
425835,4874107
425822,4874107
425775,4874107
425726,4874105
425720,4874104
425689,4874103
425636,4874097
425588,4874091
425535,4874085
425497,4874080
425490,4874080
425454,4874077
425449,4874076
425437,4874076
425424,4874074
425383,4874069
425377,4874069
425338,4874067
425333,4874067
425322,4874068
425317,4874067
425284,4874061
425271,4874059
425220,4874050
425187,4874046
425174,4874045
425151,4874042
425128,4874039
425073,4874032
425037,4874027
425032,4874027
424986,4874022
424930,4874016
424882,4874012
424820,4874010
424761,4874012
424723,4874015
424710,4874017
424692,4874020
424656,4874026
424611,4874035
424606,4874035
424596,4874036
424590,4874037
424562,4874046
424513,4874064
424452,4874090
424402,4874115
424391,4874120
424381,4874126
424375,4874128
424359,4874137
424337,4874149
424300,4874173
424265,4874193
424220,4874218
424183,4874238
424152,4874255
424148,4874257
424146,4874258
424146,4874258
424142,4874259
424139,4874260
424112,4874272
424070,4874290
424025,4874308
424015,4874311
423970,4874327
423964,4874328
423911,4874344
423864,4874357
423803,4874370
423797,4874371
423747,4874379
423742,4874379
423677,4874388
423624,4874392
423562,4874397
423555,4874397
423492,4874402
423442,4874406
423392,4874410
423381,4874412
423364,4874413
423313,4874415
423249,4874421
423223,4874425
423210,4874426
423172,4874433
423149,4874437
423133,4874440
423122,4874441
423113,4874444
423102,4874446
423092,4874449
423076,4874453
423038,4874462
422998,4874469
422989,4874472
422965,4874478
422935,4874483
422875,4874494
422861,4874496
422803,4874504
422737,4874512
422678,4874519
422616,4874527
422553,4874535
422540,4874536
422476,4874542
422470,4874543
422424,4874544
422385,4874543
422329,4874539
422323,4874539
422272,4874533
422210,4874520
422153,4874509
422091,4874496
422031,4874483
422026,4874481
421986,4874473
421980,4874471
421952,4874466
421946,4874465
421912,4874457
421854,4874444
421844,4874442
421818,4874436
421785,4874427
421775,4874425
421728,4874412
421692,4874403
421681,4874399
421630,4874385
421590,4874374
421533,4874360
421482,4874348
421421,4874341
421360,4874336
421346,4874335
421319,4874333
421267,4874329
421209,4874323
421156,4874314
421117,4874306
421077,4874293
421030,4874276
420973,4874249
420938,4874228
420903,4874203
420856,4874172
420823,4874150
420787,4874123
420781,4874120
420761,4874108
420715,4874083
420674,4874066
420635,4874052
420603,4874040
420561,4874024
420505,4874003
420450,4873983
420406,4873967
420389,4873962
420367,4873954
420322,4873937
420270,4873919
420213,4873896
420168,4873879
420109,4873855
420065,4873835
420035,4873819
419996,4873800
419986,4873794
419949,4873774
419896,4873744
419861,4873723
419830,4873705
419810,4873693
419795,4873684
419756,4873656
419717,4873622
419693,4873594
419660,4873552
419635,4873518
419605,4873477
419582,4873446
419555,4873410
419547,4873401
419533,4873382
419496,4873336
419460,4873295
419434,4873269
419430,4873264
419391,4873223
419364,4873197
419354,4873189
419324,4873160
419320,4873156
419285,4873125
419237,4873084
419192,4873046
419142,4873003
419137,4872999
419102,4872969
419056,4872929
419016,4872895
418969,4872854
418927,4872819
418888,4872785
418850,4872753
418803,4872714
418798,4872711
418763,4872682
418759,4872678
418730,4872656
418682,4872617
418676,4872613
418631,4872576
418587,4872538
418546,4872506
418496,4872465
418451,4872427
418410,4872394
418361,4872353
418356,4872349
418305,4872308
418300,4872304
418285,4872291
418270,4872280
418227,4872245
418191,4872213
418155,4872184
418107,4872145
418081,4872124
418071,4872116
418022,4872076
417988,4872049
417946,4872013
417900,4871977
417885,4871964
417864,4871947
417812,4871905
417802,4871897
417752,4871856
417703,4871814
417697,4871810
417659,4871780
417636,4871761
417587,4871722
417576,4871712
417571,4871708
417537,4871679
417496,4871646
417453,4871612
417410,4871578
417372,4871550
417339,4871526
417301,4871501
417255,4871469
417244,4871463
417201,4871433
417162,4871406
417156,4871403
417118,4871377
417067,4871343
417027,4871316
417012,4871306
416983,4871287
416937,4871256
416933,4871254
416905,4871236
416859,4871203
416820,4871178
416779,4871150
416745,4871127
416703,4871098
416661,4871070
416617,4871041
416571,4871008
416519,4870975
416466,4870940
416427,4870912
416408,4870900
416368,4870872
416329,4870847
416324,4870845
416278,4870813
416253,4870796
416237,4870785
416195,4870753
416157,4870731
416151,4870727
416129,4870711
416083,4870681
416069,4870673
416060,4870667
416056,4870664
416027,4870646
416006,4870632
415987,4870617
415953,4870595
415934,4870583
415923,4870575
415897,4870558
415881,4870547
415863,4870536
415858,4870534
415853,4870531
415829,4870519
415783,4870501
415729,4870485
415675,4870471
415615,4870451
415583,4870437
415565,4870428
415547,4870418
415513,4870395
415478,4870372
415460,4870360
415445,4870351
415405,4870325
415355,4870293
415314,4870266
415284,4870247
415260,4870231
415213,4870201
415210,4870199
415193,4870188
415157,4870166
415112,4870137
415062,4870106
415019,4870078
414968,4870049
414926,4870029
414876,4870008
414866,4870005
414857,4869999
414852,4869997
414796,4869976
414739,4869954
414695,4869936
414684,4869933
414650,4869921
414593,4869904
414540,4869891
414507,4869884
414474,4869875
414469,4869873
414416,4869862
414366,4869851
414321,4869841
414281,4869832
414270,4869829
414227,4869821
414187,4869816
414169,4869815
414143,4869814
414092,4869814
414030,4869815
414020,4869815
414014,4869815
414003,4869815
413957,4869817
413934,4869818
413927,4869817
413910,4869818
413888,4869820
413858,4869823
413816,4869833
413791,4869837
413780,4869839
413737,4869848
413697,4869862
413691,4869863
413643,4869877
413608,4869885
413566,4869891
413556,4869891
413532,4869892
413498,4869892
413480,4869891
413457,4869889
413443,4869888
413439,4869888
413397,4869881
413387,4869880
413354,4869873
413311,4869865
413266,4869858
413216,4869849
413170,4869844
413129,4869841
413105,4869839
413046,4869836
413040,4869836
412998,4869834
412934,4869836
412880,4869839
412867,4869840
412832,4869841
412797,4869841
412776,4869842
412763,4869843
412730,4869843
412717,4869844
412686,4869844
412626,4869846
412569,4869844
412518,4869837
412459,4869820
412448,4869817
412432,4869810
412386,4869789
412381,4869785
412369,4869779
412348,4869764
412297,4869728
412285,4869720
412234,4869686
412210,4869674
412187,4869663
412126,4869640
412121,4869638
412077,4869627
412040,4869621
412034,4869620
411987,4869619
411938,4869622
411904,4869626
411873,4869630
411867,4869631
411862,4869632
411857,4869633
411841,4869635
411801,4869642
411781,4869645
411771,4869646
411756,4869649
411746,4869650
411742,4869652
411731,4869654
411703,4869658
411695,4869659
411687,4869661
411682,4869662
411664,4869662
411656,4869663
411647,4869664
411633,4869666
411620,4869667
411605,4869666
411600,4869666
411566,4869662
411544,4869660
411543,4869660
411543,4869660
411540,4869660
411523,4869657
411508,4869646
411502,4869639
411484,4869607
411468,4869578
411459,4869559
411458,4869554
411445,4869531
411433,4869511
411426,4869501
411417,4869486
411410,4869470
411404,4869460
411387,4869430
411355,4869373
411353,4869367
411325,4869316
411315,4869300
411303,4869277
411276,4869228
411256,4869191
411251,4869180
411245,4869170
411215,4869113
411198,4869081
411195,4869076
411183,4869055
411166,4869024
411140,4868973
411114,4868917
411096,4868868
411092,4868852
411089,4868841
411088,4868830
411082,4868773
411075,4868710
411074,4868704
411073,4868693
411069,4868654
411069,4868648
411068,4868643
411067,4868626
411064,4868576
411062,4868536
411061,4868520
411058,4868463
411058,4868458
411054,4868395
411054,4868373
411055,4868362
411056,4868357
411057,4868319
411059,4868303
411063,4868272
411065,4868267
411069,4868254
411073,4868246
411084,4868219
411085,4868216
411097,4868191
411105,4868175
411113,4868161
411120,4868155
411134,4868139
411137,4868137
411149,4868125
411151,4868123
411155,4868118
411165,4868110
411171,4868107
411190,4868092
411201,4868083
411215,4868068
411221,4868065
411232,4868055
411241,4868051
411249,4868045
411264,4868034
411266,4868032
411275,4868025
411282,4868018
411286,4868014
411296,4868008
411305,4868000
411309,4867995
411316,4867984
411320,4867976
411324,4867968
411333,4867958
411336,4867953
411343,4867943
411345,4867941
411356,4867928
411360,4867921
411363,4867917
411363,4867915
411368,4867909
411369,4867907
411372,4867900
411373,4867896
411375,4867888
411378,4867883
411381,4867874
411382,4867868
411383,4867862
411384,4867859
411383,4867843
411385,4867839
411386,4867820
411386,4867817
411388,4867798
411389,4867793
411391,4867780
411391,4867775
411391,4867762
411391,4867759
411392,4867748
411392,4867745
411392,4867725
411392,4867705
411392,4867702
411393,4867689
411393,4867681
411393,4867672
411392,4867664
411391,4867661
411391,4867658
411390,4867644
411389,4867641
411388,4867635
411388,4867630
411386,4867621
411388,4867619
411388,4867609
411387,4867598
411389,4867583
411389,4867580
411389,4867573
411389,4867567
411387,4867549
411387,4867545
411386,4867525
411386,4867516
411385,4867503
411383,4867487
411384,4867478
411384,4867469
411385,4867447
411385,4867440
411385,4867414
411386,4867406
411387,4867389
411387,4867382
411387,4867358
411387,4867321
411388,4867274
411388,4867260
411388,4867239
411386,4867191
411386,4867179
411386,4867152
411384,4867117
411385,4867096
411386,4867060
411385,4867045
411385,4867002
411386,4866987
411385,4866942
411385,4866892
411385,4866865
411385,4866858
411384,4866833
411385,4866801
411385,4866775
411385,4866713
411386,4866707
411386,4866677
411386,4866648
411385,4866636
411384,4866631
411380,4866622
411380,4866621
411380,4866621
411394,4866624
411391,4866616
411389,4866604
411388,4866593
411388,4866571
411384,4866518
411384,4866512
411386,4866464
411383,4866396
411383,4866388
411383,4866331
411382,4866324
411384,4866283
411384,4866253
411384,4866208
411383,4866145
411383,4866131
411384,4866079
411383,4866015
411383,4866015
411382,4865987
411377,4865958
411373,4865938
411368,4865901
411368,4865901
411353,4865827
411351,4865818
411347,4865798
411346,4865788
411340,4865759
411334,4865739
411329,4865717
411319,4865675
411313,4865646
411304,4865607
411299,4865588
411293,4865559
411287,4865533
411274,4865480
411269,4865459
411263,4865441
411260,4865423
411257,4865402
411255,4865392
411252,4865376
411250,4865365
411249,4865360
411244,4865344
411242,4865321
411241,4865309
411235,4865293
411231,4865279
411229,4865268
411225,4865254
411222,4865241
411218,4865223
411216,4865217
411216,4865212
411214,4865202
411209,4865179
411208,4865173
411207,4865168
411205,4865158
411204,4865154
411200,4865140
411197,4865129
411197,4865125
411197,4865122
411196,4865120
411195,4865118
411195,4865112
411190,4865085
411188,4865079
411186,4865064
411183,4865049
411185,4865037
411186,4865032
411183,4865025
411175,4865004
411171,4864991
411165,4864970
411157,4864925
411146,4864871
411144,4864862
411143,4864854
411138,4864832
411134,4864811
411130,4864779
411127,4864747
411127,4864747
411124,4864717
411119,4864689
411112,4864638
411109,4864602
411108,4864596
411107,4864578
411107,4864578
411107,4864569
411106,4864558
411105,4864553
411105,4864537
411105,4864519
411103,4864511
411101,4864503
411099,4864486
411097,4864482
411096,4864465
411097,4864461
411097,4864457
411095,4864448
411093,4864438
411091,4864428
411090,4864419
411089,4864409
411086,4864393
411084,4864390
411082,4864386
411079,4864372
411077,4864362
411075,4864348
411074,4864337
411072,4864323
411071,4864308
411070,4864293
411070,4864287
411068,4864261
411067,4864247
411068,4864229
411068,4864219
411064,4864205
411063,4864179
411062,4864158
411061,4864138
411061,4864132
411061,4864112
411060,4864055
411061,4864019
411060,4863989
411060,4863974
411058,4863939
411057,4863934
411056,4863918
411054,4863909
411051,4863876
411049,4863866
411046,4863845
411045,4863840
411044,4863836
411043,4863833
411042,4863828
411039,4863807
411034,4863772
411031,4863763
411026,4863738
411026,4863733
411024,4863728
411025,4863722
411024,4863704
411007,4863660
411003,4863642
411003,4863632
410993,4863601
410987,4863586
410985,4863576
410984,4863571
410978,4863550
410976,4863540
410973,4863529
410965,4863512
410958,4863489
410957,4863485
410955,4863472
410953,4863460
410951,4863455
410945,4863429
410942,4863417
410928,4863370
410922,4863347
410912,4863317
410910,4863309
410899,4863266
410885,4863229
410879,4863208
410872,4863188
410863,4863156
410861,4863145
410858,4863133
410850,4863111
410847,4863100
410840,4863076
410837,4863064
410832,4863041
410825,4863017
410819,4862993
410816,4862981
410814,4862969
410808,4862935
410804,4862912
410800,4862889
410796,4862868
410791,4862847
410787,4862826
410781,4862788
410768,4862727
410763,4862684
410759,4862669
410756,4862653
410756,4862645
410755,4862631
410751,4862615
410743,4862568
410736,4862535
410733,4862519
410721,4862462
410715,4862436
410715,4862436
410709,4862412
410700,4862367
410692,4862334
410691,4862328
410687,4862304
410681,4862281
410678,4862270
410676,4862264
410672,4862241
410670,4862235
410665,4862226
410663,4862220
410660,4862210
410656,4862200
410649,4862181
410644,4862172
410642,4862168
410629,4862141
410624,4862129
410601,4862087
410594,4862075
410586,4862062
410573,4862041
410555,4862008
410539,4861984
410529,4861965
410516,4861938
410501,4861909
410492,4861890
410483,4861872
410480,4861862
410476,4861853
410470,4861835
410459,4861809
410456,4861801
410433,4861743
410431,4861735
410410,4861674
410408,4861666
410391,4861607
410387,4861593
410372,4861537
410366,4861513
410352,4861461
410341,4861419
410339,4861404
410331,4861377
410328,4861361
410313,4861300
410302,4861257
410286,4861196
410273,4861137
410269,4861121
410263,4861098
410248,4861032
410246,4861024
410230,4860959
410225,4860943
410208,4860871
410207,4860863
410202,4860843
410195,4860808
410193,4860802
410190,4860788
410187,4860780
410186,4860775
410183,4860761
410182,4860757
410176,4860737
410175,4860729
410169,4860703
410164,4860682
410163,4860678
410160,4860668
410159,4860665
410153,4860647
410151,4860640
410147,4860624
410146,4860618
410140,4860584
410131,4860540
410120,4860492
410110,4860451
410109,4860443
410101,4860406
410094,4860379
410087,4860354
410085,4860345
410080,4860325
410075,4860301
410068,4860275
410054,4860214
410050,4860195
410037,4860143
410029,4860110
410025,4860095
410020,4860069
410014,4860046
409997,4859977
409985,4859931
409972,4859881
409960,4859834
409946,4859771
409937,4859730
409927,4859686
409922,4859663
409910,4859635
409901,4859617
409897,4859608
409894,4859602
409866,4859568
409851,4859553
409833,4859539
409822,4859531
409809,4859523
409791,4859516
409778,4859511
409739,4859504
409712,4859502
409702,4859502
409683,4859501
409670,4859501
409657,4859501
409643,4859501
409639,4859501
409631,4859501
409615,4859502
409597,4859502
409589,4859503
409577,4859503
409560,4859504
409556,4859505
409536,4859504
409526,4859504
409511,4859504
409509,4859504
409496,4859502
409494,4859502
409488,4859501
409477,4859500
409469,4859499
409456,4859495
409450,4859494
409439,4859491
409433,4859489
409418,4859484
409415,4859482
409400,4859476
409395,4859473
409382,4859465
409377,4859461
409366,4859452
409351,4859438
409348,4859433
409337,4859419
409321,4859402
409318,4859397
409313,4859390
409304,4859374
409303,4859371
